approx_year,council_area_named,age_group,sex,diagnosis,number_of_discharges,crude_rate_discharge,easr_discharge,number_of_deaths,crude_rate_mortality,easr_mortality,hospitalstays,crude_rate_stays
2014,Argyll & Bute,65-74 years,Male,Stroke,NA,NA,451.73690219499997,NA,NA,50.81,46,553.96
2014,Argyll & Bute,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Argyll & Bute,65-74 years,Male,TIAs and related syndromes,0,0,135.69435301,NA,NA,NA,NA,NA
2014,Argyll & Bute,75plus years,Female,Cerebrovascular Disease,NA,NA,1438.644242355,NA,NA,795.42,2.6666666666666665,83.28666666666666
2014,Argyll & Bute,75plus years,Female,Stroke,NA,NA,956.94879144,NA,NA,464.66,42,1257.7433333333333
2014,Argyll & Bute,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,NA,NA,54.61,NA,NA
2014,Argyll & Bute,75plus years,Female,TIAs and related syndromes,NA,NA,381.35127824,NA,NA,NA,NA,NA
2014,Argyll & Bute,75plus years,Male,Cerebrovascular Disease,NA,NA,1676.2720236,NA,NA,898.4,8,365.51
2014,Argyll & Bute,75plus years,Male,Stroke,NA,NA,1199.316054025,NA,NA,618.44,33.333333333333336,1441.57
2014,Argyll & Bute,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Argyll & Bute,75plus years,Male,TIAs and related syndromes,0,0,249.3187143975,NA,NA,NA,NA,NA
2014,City of Edinburgh,0-44 years,Female,Cerebrovascular Disease,NA,NA,13.7603842005,NA,NA,0.56,4,9.793333333333333
2014,City of Edinburgh,0-44 years,Female,Stroke,0,0,5.383260169,NA,NA,0.56,1.5,3.75
2014,City of Edinburgh,0-44 years,Female,Subarachnoid Haemorrhage,NA,NA,3.147120122,0,0,0,NA,NA
2014,City of Edinburgh,0-44 years,Female,TIAs and related syndromes,0,0,0.4012307465,NA,NA,NA,NA,NA
2014,City of Edinburgh,0-44 years,Male,Cerebrovascular Disease,NA,NA,22.53694947,0,0,0,2,5.5649999999999995
2014,City of Edinburgh,0-44 years,Male,Stroke,0,0,12.03455361075,0,0,0,3.25,8.84
2014,City of Edinburgh,0-44 years,Male,Subarachnoid Haemorrhage,NA,NA,6.47853130375,0,0,0,NA,NA
2014,City of Edinburgh,0-44 years,Male,TIAs and related syndromes,0,0,0.746707704,NA,NA,NA,NA,NA
2014,City of Edinburgh,45-64 years,Female,Cerebrovascular Disease,NA,NA,162.52691243499999,NA,NA,21.15,15,54.3
2014,City of Edinburgh,45-64 years,Female,Stroke,NA,NA,74.08667685175,NA,NA,3.6,17.5,61.349999999999994
2014,City of Edinburgh,45-64 years,Female,Subarachnoid Haemorrhage,0,0,31.10474573,NA,NA,10.58,NA,NA
2014,City of Edinburgh,45-64 years,Female,TIAs and related syndromes,0,0,18.9329405525,NA,NA,NA,NA,NA
2014,City of Edinburgh,45-64 years,Male,Cerebrovascular Disease,NA,NA,237.7373781425,NA,NA,16.18,13,44.795
2014,City of Edinburgh,45-64 years,Male,Stroke,NA,NA,166.21626773025,NA,NA,8.99,36.5,131.37
2014,City of Edinburgh,45-64 years,Male,Subarachnoid Haemorrhage,0,0,39.47746923,NA,NA,3.6,NA,NA
2014,City of Edinburgh,45-64 years,Male,TIAs and related syndromes,NA,NA,16.29440999925,NA,NA,NA,NA,NA
2014,City of Edinburgh,65-74 years,Female,Cerebrovascular Disease,NA,NA,517.6777011075,NA,NA,69.34,29,86.30000000000001
2014,City of Edinburgh,65-74 years,Female,Stroke,NA,NA,367.04044695525,NA,NA,19.81,187,518.3499999999999
2014,City of Edinburgh,65-74 years,Female,Subarachnoid Haemorrhage,0,0,79.5135168975,NA,NA,27.87,NA,NA
2014,City of Edinburgh,65-74 years,Female,TIAs and related syndromes,0,0,41.86849045,NA,NA,NA,NA,NA
2014,City of Edinburgh,65-74 years,Male,Cerebrovascular Disease,NA,NA,819.5474475075,NA,NA,101.69,28.5,110.91
2014,City of Edinburgh,65-74 years,Male,Stroke,NA,NA,654.6206320475,NA,NA,70.54,171.5,663.425
2014,City of Edinburgh,65-74 years,Male,Subarachnoid Haemorrhage,NA,NA,27.107192145,NA,NA,4.93,NA,NA
2014,City of Edinburgh,65-74 years,Male,TIAs and related syndromes,0,0,67.259425355,NA,NA,NA,NA,NA
2014,City of Edinburgh,75plus years,Female,Cerebrovascular Disease,NA,NA,1583.198816475,NA,NA,745.45,20,133.44666666666666
2014,City of Edinburgh,75plus years,Female,Stroke,NA,NA,1302.5732200225,NA,NA,467.71,169.33333333333334,1283.63
2014,City of Edinburgh,75plus years,Female,Subarachnoid Haemorrhage,0,0,38.80712333,NA,NA,17.69,NA,NA
2014,City of Edinburgh,75plus years,Female,TIAs and related syndromes,NA,NA,171.9961107635,NA,NA,NA,NA,NA
2014,City of Edinburgh,75plus years,Male,Cerebrovascular Disease,NA,NA,1685.722502415,NA,NA,746.2,15.333333333333334,183.6
2014,City of Edinburgh,75plus years,Male,Stroke,NA,NA,1327.45877594,NA,NA,384.13,96.66666666666667,1095.23
2014,City of Edinburgh,75plus years,Male,Subarachnoid Haemorrhage,0,0,28.6449038625,0,0,0,NA,NA
2014,City of Edinburgh,75plus years,Male,TIAs and related syndromes,0,0,189.861260515,NA,NA,NA,NA,NA
2014,Clackmannanshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,66.42477020999999,0,0,0,1.5,47.27
2014,Clackmannanshire,0-44 years,Female,Stroke,NA,NA,21.20441051725,0,0,0,3,89.39
2014,Clackmannanshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,33.3611954875,0,0,0,NA,NA
2014,Clackmannanshire,0-44 years,Female,TIAs and related syndromes,0,0,8.32509579,NA,NA,NA,NA,NA
2014,Clackmannanshire,0-44 years,Male,Cerebrovascular Disease,0,0,66.8025337975,0,0,0,1,32.24
2014,Clackmannanshire,0-44 years,Male,Stroke,0,0,28.0214192945,0,0,0,1,31.02
2014,Clackmannanshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Clackmannanshire,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Clackmannanshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,124.02688403249999,NA,NA,26.35,6,141.91
2014,Clackmannanshire,45-64 years,Female,Stroke,0,0,26.33262017,NA,NA,13.5,1,28.69
2014,Clackmannanshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,19.271712795,0,0,0,NA,NA
2014,Clackmannanshire,45-64 years,Female,TIAs and related syndromes,0,0,27.03131694,NA,NA,NA,NA,NA
2014,Clackmannanshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,283.6407284425,NA,NA,27.35,2.5,70.10499999999999
2014,Clackmannanshire,45-64 years,Male,Stroke,0,0,152.4824181,NA,NA,14.21,5,137.185
2014,Clackmannanshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Clackmannanshire,45-64 years,Male,TIAs and related syndromes,0,0,56.4671905025,NA,NA,NA,NA,NA
2014,Clackmannanshire,65-74 years,Female,Cerebrovascular Disease,0,0,663.92928155,NA,NA,75.23,8,199.13
2014,Clackmannanshire,65-74 years,Female,Stroke,0,0,319.28149815,NA,NA,37.61,29.5,660.5
2014,Clackmannanshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,144.11355545,0,0,0,NA,NA
2014,Clackmannanshire,65-74 years,Female,TIAs and related syndromes,0,0,112.84134507499999,NA,NA,NA,NA,NA
2014,Clackmannanshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,1024.64115749,NA,NA,33.71,9,250.595
2014,Clackmannanshire,65-74 years,Male,Stroke,0,0,768.480868075,NA,NA,33.71,25.5,722.96
2014,Clackmannanshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Clackmannanshire,65-74 years,Male,TIAs and related syndromes,0,0,150.71312415,NA,NA,NA,NA,NA
2014,Clackmannanshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1828.1250251975,NA,NA,1042.28,2.6666666666666665,210.99
2014,Clackmannanshire,75plus years,Female,Stroke,0,0,1513.430407,NA,NA,819.78,23.333333333333332,1628.6533333333334
2014,Clackmannanshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,45.16711834,0,0,0,NA,NA
2014,Clackmannanshire,75plus years,Female,TIAs and related syndromes,NA,NA,136.17895390750002,NA,NA,NA,NA,NA
2014,Clackmannanshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1920.631910125,NA,NA,1431.74,5.333333333333333,468.48999999999995
2014,Clackmannanshire,75plus years,Male,Stroke,0,0,1161.759591525,NA,NA,299.84,12.666666666666666,999.17
2014,Clackmannanshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Clackmannanshire,75plus years,Male,TIAs and related syndromes,0,0,359.87372145,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,0-44 years,Female,Cerebrovascular Disease,0,0,23.99601789,0,0,0,2,26.62
2014,Dumfries & Galloway,0-44 years,Female,Stroke,0,0,13.058687535,0,0,0,3,35.95
2014,Dumfries & Galloway,0-44 years,Female,Subarachnoid Haemorrhage,0,0,10.9373303535,0,0,0,NA,NA
2014,Dumfries & Galloway,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,0-44 years,Male,Cerebrovascular Disease,0,0,7.3270195355,NA,NA,2.93,1,13.07
2014,Dumfries & Galloway,0-44 years,Male,Stroke,0,0,5.86161562925,NA,NA,2.93,2,26.14
2014,Dumfries & Galloway,0-44 years,Male,Subarachnoid Haemorrhage,0,0,1.465403907,0,0,0,NA,NA
2014,Dumfries & Galloway,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,45-64 years,Female,Cerebrovascular Disease,NA,NA,168.67459124249999,NA,NA,21.72,6,52.71
2014,Dumfries & Galloway,45-64 years,Female,Stroke,0,0,87.9013647725,NA,NA,4.14,9,78.17999999999999
2014,Dumfries & Galloway,45-64 years,Female,Subarachnoid Haemorrhage,0,0,30.00417473,NA,NA,13.15,NA,NA
2014,Dumfries & Galloway,45-64 years,Female,TIAs and related syndromes,0,0,17.0298751005,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,45-64 years,Male,Cerebrovascular Disease,NA,NA,210.03162661,NA,NA,22.22,4.5,41.885000000000005
2014,Dumfries & Galloway,45-64 years,Male,Stroke,0,0,161.5049943,NA,NA,17.64,14,129.26500000000001
2014,Dumfries & Galloway,45-64 years,Male,Subarachnoid Haemorrhage,0,0,2.2878134715,NA,NA,4.58,NA,NA
2014,Dumfries & Galloway,45-64 years,Male,TIAs and related syndromes,0,0,13.573109525749999,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,65-74 years,Female,Cerebrovascular Disease,NA,NA,464.0656250375,NA,NA,80.45,25,164.03
2014,Dumfries & Galloway,65-74 years,Female,Stroke,0,0,242.088689175,NA,NA,40.22,74.5,432.3
2014,Dumfries & Galloway,65-74 years,Female,Subarachnoid Haemorrhage,0,0,46.3520904775,NA,NA,10.3,NA,NA
2014,Dumfries & Galloway,65-74 years,Female,TIAs and related syndromes,0,0,54.6958517375,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,65-74 years,Male,Cerebrovascular Disease,NA,NA,864.773223575,NA,NA,64.99,26.5,199.305
2014,Dumfries & Galloway,65-74 years,Male,Stroke,0,0,553.144379125,NA,NA,32.49,80,577.225
2014,Dumfries & Galloway,65-74 years,Male,Subarachnoid Haemorrhage,0,0,4.764503582,0,0,0,NA,NA
2014,Dumfries & Galloway,65-74 years,Male,TIAs and related syndromes,NA,NA,82.21324989749999,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,75plus years,Female,Cerebrovascular Disease,NA,NA,1634.93091295,NA,NA,891.29,13.333333333333334,222.86
2014,Dumfries & Galloway,75plus years,Female,Stroke,0,0,1187.55383825,NA,NA,561.86,72.66666666666667,1336.7466666666667
2014,Dumfries & Galloway,75plus years,Female,Subarachnoid Haemorrhage,0,0,9.874787691,NA,NA,9.87,NA,NA
2014,Dumfries & Galloway,75plus years,Female,TIAs and related syndromes,0,0,216.3783632,NA,NA,NA,NA,NA
2014,Dumfries & Galloway,75plus years,Male,Cerebrovascular Disease,NA,NA,1762.6135469649998,NA,NA,961.35,11.333333333333334,220.61
2014,Dumfries & Galloway,75plus years,Male,Stroke,NA,NA,1264.4665262575,NA,NA,437.93,49.333333333333336,1198.3133333333333
2014,Dumfries & Galloway,75plus years,Male,Subarachnoid Haemorrhage,0,0,27.266530335,0,0,0,NA,NA
2014,Dumfries & Galloway,75plus years,Male,TIAs and related syndromes,0,0,260.14821010000003,NA,NA,NA,NA,NA
2014,Dundee City,0-44 years,Female,Cerebrovascular Disease,0,0,29.1358257625,0,0,0,2,24.11
2014,Dundee City,0-44 years,Female,Stroke,0,0,5.77275020525,0,0,0,1,10.42
2014,Dundee City,0-44 years,Female,Subarachnoid Haemorrhage,0,0,23.363075554250003,0,0,0,NA,NA
2014,Dundee City,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,Dundee City,0-44 years,Male,Cerebrovascular Disease,NA,NA,27.7071800055,0,0,0,1,12.69
2014,Dundee City,0-44 years,Male,Stroke,0,0,16.9461833175,0,0,0,2.5,29.545
2014,Dundee City,0-44 years,Male,Subarachnoid Haemorrhage,0,0,9.5409442805,0,0,0,NA,NA
2014,Dundee City,0-44 years,Male,TIAs and related syndromes,0,0,1.220052406,NA,NA,NA,NA,NA
2014,Dundee City,45-64 years,Female,Cerebrovascular Disease,NA,NA,187.51841657575002,NA,NA,27.28,3.5,37.31
2014,Dundee City,45-64 years,Female,Stroke,0,0,100.22592896,NA,NA,10.75,7,75.63
2014,Dundee City,45-64 years,Female,Subarachnoid Haemorrhage,0,0,46.6649734275,NA,NA,11.12,NA,NA
2014,Dundee City,45-64 years,Female,TIAs and related syndromes,0,0,19.4303548395,NA,NA,NA,NA,NA
2014,Dundee City,45-64 years,Male,Cerebrovascular Disease,NA,NA,276.23196604599997,NA,NA,40.86,3,34.485
2014,Dundee City,45-64 years,Male,Stroke,0,0,216.6351667,NA,NA,29.14,15,178.435
2014,Dundee City,45-64 years,Male,Subarachnoid Haemorrhage,0,0,5.5412406845,0,0,0,NA,NA
2014,Dundee City,45-64 years,Male,TIAs and related syndromes,0,0,36.714794285,NA,NA,NA,NA,NA
2014,Dundee City,65-74 years,Female,Cerebrovascular Disease,NA,NA,544.001678105,NA,NA,31.36,18.5,158.76
2014,Dundee City,65-74 years,Female,Stroke,0,0,354.67058795,0,0,0,52.5,422.74
2014,Dundee City,65-74 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Dundee City,65-74 years,Female,TIAs and related syndromes,0,0,88.74633732,NA,NA,NA,NA,NA
2014,Dundee City,65-74 years,Male,Cerebrovascular Disease,NA,NA,727.6213259775,NA,NA,94.84,12,133.34
2014,Dundee City,65-74 years,Male,Stroke,0,0,568.5067048999999,NA,NA,94.84,61.5,673.1800000000001
2014,Dundee City,65-74 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,Dundee City,65-74 years,Male,TIAs and related syndromes,0,0,60.941576555,NA,NA,NA,NA,NA
2014,Dundee City,75plus years,Female,Cerebrovascular Disease,0,0,1277.952817,NA,NA,603.11,12.666666666666666,289.37666666666667
2014,Dundee City,75plus years,Female,Stroke,0,0,960.9356591,NA,NA,324.95,46,1003.3333333333333
2014,Dundee City,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,NA,NA,26.74,NA,NA
2014,Dundee City,75plus years,Female,TIAs and related syndromes,0,0,138.71608405,NA,NA,NA,NA,NA
2014,Dundee City,75plus years,Male,Cerebrovascular Disease,0,0,1765.963855,NA,NA,600.9,6.666666666666667,258.62333333333333
2014,Dundee City,75plus years,Male,Stroke,0,0,1325.9016462499999,NA,NA,354.3,38,1283.2233333333334
2014,Dundee City,75plus years,Male,Subarachnoid Haemorrhage,0,0,67.9391632975,NA,NA,20.18,NA,NA
2014,Dundee City,75plus years,Male,TIAs and related syndromes,0,0,219.1088084,NA,NA,NA,NA,NA
2014,East Ayrshire,0-44 years,Female,Cerebrovascular Disease,0,0,10.26711255475,0,0,0,1,12.66
2014,East Ayrshire,0-44 years,Female,Stroke,0,0,4.400191094,0,0,0,2,25.32
2014,East Ayrshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,East Ayrshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,East Ayrshire,0-44 years,Male,Cerebrovascular Disease,0,0,6.7294929550000004,NA,NA,3.01,NA,NA
2014,East Ayrshire,0-44 years,Male,Stroke,0,0,3.14482362025,0,0,0,1,13.62
2014,East Ayrshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,NA,NA,3.01,NA,NA
2014,East Ayrshire,0-44 years,Male,TIAs and related syndromes,0,0,3.584669333,NA,NA,NA,NA,NA
2014,East Ayrshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,235.98985124749998,NA,NA,22.12,12,135.61
2014,East Ayrshire,45-64 years,Female,Stroke,NA,NA,59.111769855000006,NA,NA,11.28,6,67.81
2014,East Ayrshire,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,75.4625108925,NA,NA,5.07,NA,NA
2014,East Ayrshire,45-64 years,Female,TIAs and related syndromes,0,0,28.02488527,NA,NA,NA,NA,NA
2014,East Ayrshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,244.29100356,NA,NA,6.05,6.5,76.42
2014,East Ayrshire,45-64 years,Male,Stroke,NA,NA,152.008641307,NA,NA,6.05,11.5,141.305
2014,East Ayrshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,11.880051337249999,0,0,0,NA,NA
2014,East Ayrshire,45-64 years,Male,TIAs and related syndromes,NA,NA,44.9446110805,NA,NA,NA,NA,NA
2014,East Ayrshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,526.3257369075,NA,NA,143.03,11.5,109.64
2014,East Ayrshire,65-74 years,Female,Stroke,NA,NA,323.41378185,NA,NA,103.1,57,537.715
2014,East Ayrshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,73.19492839,NA,NA,13.31,NA,NA
2014,East Ayrshire,65-74 years,Female,TIAs and related syndromes,0,0,73.99847455,NA,NA,NA,NA,NA
2014,East Ayrshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,633.53735396,NA,NA,166.93,13,140.63
2014,East Ayrshire,65-74 years,Male,Stroke,NA,NA,468.410780235,NA,NA,54.9,54,597.595
2014,East Ayrshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,14.28052137,NA,NA,14.28,NA,NA
2014,East Ayrshire,65-74 years,Male,TIAs and related syndromes,0,0,100.86422751,NA,NA,NA,NA,NA
2014,East Ayrshire,75plus years,Female,Cerebrovascular Disease,NA,NA,1245.61917788,NA,NA,851.82,7.333333333333333,187.92666666666668
2014,East Ayrshire,75plus years,Female,Stroke,0,0,871.4962255,NA,NA,375.01,38.666666666666664,1082.2833333333333
2014,East Ayrshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,East Ayrshire,75plus years,Female,TIAs and related syndromes,0,0,207.840459525,NA,NA,NA,NA,NA
2014,East Ayrshire,75plus years,Male,Cerebrovascular Disease,NA,NA,1882.77682965,NA,NA,1005.75,10.666666666666666,408.0233333333333
2014,East Ayrshire,75plus years,Male,Stroke,NA,NA,1243.1176385800002,NA,NA,422.32,38.666666666666664,1434.6599999999999
2014,East Ayrshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,East Ayrshire,75plus years,Male,TIAs and related syndromes,0,0,278.8835144025,NA,NA,NA,NA,NA
2014,East Dunbartonshire,0-44 years,Female,Cerebrovascular Disease,NA,NA,31.5406111685,0,0,0,1,20.96
2014,East Dunbartonshire,0-44 years,Female,Stroke,0,0,24.2402753525,0,0,0,3,62.89
2014,East Dunbartonshire,0-44 years,Female,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,East Dunbartonshire,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,East Dunbartonshire,0-44 years,Male,Cerebrovascular Disease,0,0,15.145080075,0,0,0,NA,NA
2014,East Dunbartonshire,0-44 years,Male,Stroke,0,0,13.6749321,0,0,0,2,34.49
2014,East Dunbartonshire,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,East Dunbartonshire,0-44 years,Male,TIAs and related syndromes,0,0,1.470147977,NA,NA,NA,NA,NA
2014,East Dunbartonshire,45-64 years,Female,Cerebrovascular Disease,NA,NA,217.58167965500002,NA,NA,5.95,2.5,30.57
2014,East Dunbartonshire,45-64 years,Female,Stroke,NA,NA,127.04406755325,NA,NA,5.95,8,99.05499999999999
2014,East Dunbartonshire,45-64 years,Female,Subarachnoid Haemorrhage,0,0,20.29432373925,0,0,0,NA,NA
2014,East Dunbartonshire,45-64 years,Female,TIAs and related syndromes,0,0,61.403552347499996,NA,NA,NA,NA,NA
2014,East Dunbartonshire,45-64 years,Male,Cerebrovascular Disease,NA,NA,197.29062979,NA,NA,13.84,1,13.165
2014,East Dunbartonshire,45-64 years,Male,Stroke,0,0,120.18989020000001,NA,NA,13.84,6,80.58
2014,East Dunbartonshire,45-64 years,Male,Subarachnoid Haemorrhage,0,0,20.00638299,0,0,0,NA,NA
2014,East Dunbartonshire,45-64 years,Male,TIAs and related syndromes,NA,NA,46.714691546,NA,NA,NA,NA,NA
2014,East Dunbartonshire,65-74 years,Female,Cerebrovascular Disease,NA,NA,544.9152356325,NA,NA,78.03,17.5,161.64499999999998
2014,East Dunbartonshire,65-74 years,Female,Stroke,NA,NA,326.6080393925,NA,NA,78.03,49,430.01
2014,East Dunbartonshire,65-74 years,Female,Subarachnoid Haemorrhage,0,0,130.1871174,0,0,0,NA,NA
2014,East Dunbartonshire,65-74 years,Female,TIAs and related syndromes,0,0,39.894622415,NA,NA,NA,NA,NA
2014,East Dunbartonshire,65-74 years,Male,Cerebrovascular Disease,NA,NA,812.690641405,NA,NA,72.97,13.5,167.615
2014,East Dunbartonshire,65-74 years,Male,Stroke,NA,NA,402.85514449,NA,NA,56.26,40.5,466.865
2014,East Dunbartonshire,65-74 years,Male,Subarachnoid Haemorrhage,0,0,57.7925988925,0,0,0,NA,NA
2014,East Dunbartonshire,65-74 years,Male,TIAs and related syndromes,0,0,254.699595075,NA,NA,NA,NA,NA
2014,East Dunbartonshire,75plus years,Female,Cerebrovascular Disease,NA,NA,2772.21815925,NA,NA,539.2,15.333333333333334,357.99
2014,East Dunbartonshire,75plus years,Female,Stroke,NA,NA,1996.7376609574999,NA,NA,306.27,50.666666666666664,1342.4
2014,East Dunbartonshire,75plus years,Female,Subarachnoid Haemorrhage,0,0,104.13983645500001,NA,NA,46.32,NA,NA
2014,East Dunbartonshire,75plus years,Female,TIAs and related syndromes,0,0,322.6085574,NA,NA,NA,NA,NA
2014,East Dunbartonshire,75plus years,Male,Cerebrovascular Disease,NA,NA,2393.4965255875,NA,NA,563.68,7.333333333333333,239.08333333333334
2014,East Dunbartonshire,75plus years,Male,Stroke,NA,NA,1733.564170405,NA,NA,258.95,34,1175.7633333333333
2014,East Dunbartonshire,75plus years,Male,Subarachnoid Haemorrhage,0,0,124.49318665,0,0,0,NA,NA
2014,East Dunbartonshire,75plus years,Male,TIAs and related syndromes,NA,NA,137.08091558249998,NA,NA,NA,NA,NA
2014,East Lothian,0-44 years,Female,Cerebrovascular Disease,NA,NA,22.61312836125,NA,NA,4.25,4,58.46
2014,East Lothian,0-44 years,Female,Stroke,0,0,8.48866484,NA,NA,4.25,1.5,25.52
2014,East Lothian,0-44 years,Female,Subarachnoid Haemorrhage,0,0,8.57792679025,0,0,0,NA,NA
2014,East Lothian,0-44 years,Female,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,East Lothian,0-44 years,Male,Cerebrovascular Disease,0,0,49.572852755,0,0,0,NA,NA
2014,East Lothian,0-44 years,Male,Stroke,0,0,49.572852755,0,0,0,3.5,64.43
2014,East Lothian,0-44 years,Male,Subarachnoid Haemorrhage,0,0,0,0,0,0,NA,NA
2014,East Lothian,0-44 years,Male,TIAs and related syndromes,0,0,0,NA,NA,NA,NA,NA
2014,East Lothian,45-64 years,Female,Cerebrovascular Disease,NA,NA,168.5546629025,NA,NA,19.6,6,79.57
2014,East Lothian,45-64 years,Female,Stroke,0,0,68.94117541,NA,NA,7.14,6,82.525
2014,East Lothian,45-64 years,Female,Subarachnoid Haemorrhage,NA,NA,55.691962888,NA,NA,12.45,NA,NA
2014,East Lothian,45-64 years,Female,TIAs and related syndromes,0,0,10.35748867,NA,NA,NA,NA,NA
2014,East Lothian,45-64 years,Male,Cerebrovascular Disease,NA,NA,188.3608329125,NA,NA,7.9,3,42.67
2014,East Lothian,45-64 years,Male,Stroke,0,0,125.71315305,NA,NA,7.9,9,128.005
2014,East Lothian,45-64 years,Male,Subarachnoid Haemorrhage,0,0,40.107929687500004,0,0,0,NA,NA
2014,East Lothian,45-64 years,Male,TIAs and related syndromes,0,0,10.693826135,NA,NA,NA,NA,NA
2014,East Lothian,65-74 years,Female,Cerebrovascular Disease,0,0,302.459501575,NA,NA,37.72,2,22.66
2014,East Lothian,65-74 years,Female,Stroke,0,0,232.3598534,NA,NA,18.86,43.5,451.56
2014,East Lothian,65-74 years,Female,Subarachnoid Haemorrhage,0,0,33.448884025,0,0,0,NA,NA
2014,East Lothian,65-74 years,Female,TIAs and related syndromes,0,0,36.650764145,NA,NA,NA,NA,NA
2014,East Lothian,65-74 years,Male,Cerebrovascular Disease,NA,NA,568.5195013800001,NA,NA,151.07,10,132.095
2014,East Lothian,65-74 years,Male,Stroke,0,0,425.674921625,NA,NA,66.51,40,540.755
